,physician_npi,similar_npi,Amiodarone Hcl,Amlodipine Besylate,Bumetanide,Apixaban,Hydralazine Hcl,Metoprolol Tartrate,Prednisone,Trazodone Hcl,Cyclobenzaprine Hcl,Diclofenac Sodium,Duloxetine Hcl,Fentanyl,Gabapentin,Hydrocodone/Acetaminophen,Morphine Sulfate,Oxycodone Hcl,Oxycodone Hcl/Acetaminophen,Pregabalin,Tizanidine Hcl,Tramadol Hcl,Amoxicillin,Cephalexin,Alendronate Sodium,Fluconazole,Sucralfate,Albuterol Sulfate,Allopurinol,Alprazolam,Amoxicillin/Potassium Clav,Atenolol,Atorvastatin Calcium,Carvedilol,Chlorthalidone,Clopidogrel Bisulfate,Donepezil Hcl,Doxazosin Mesylate,Enalapril Maleate,Escitalopram Oxalate,Ezetimibe,Fenofibrate,Fenofibrate Nanocrystallized,Fluoxetine Hcl,Fluticasone Propionate,Furosemide,Glipizide,Hydrochlorothiazide,Isosorbide Mononitrate,Labetalol Hcl,Levothyroxine Sodium,Lisinopril,Lisinopril/Hydrochlorothiazide,Lorazepam,Losartan Potassium,Losartan/Hydrochlorothiazide,Lovastatin,Metformin Hcl,Metoprolol Succinate,Montelukast Sodium,Nifedipine,Omeprazole,Pantoprazole Sodium,Potassium Chloride,Pravastatin Sodium,Rosuvastatin Calcium,Sertraline Hcl,Simvastatin,Spironolactone,Tamsulosin Hcl,Triamterene/Hydrochlorothiazid,Verapamil Hcl,Zolpidem Tartrate,Nebivolol Hcl,Calcitriol,Cilostazol,Dofetilide,Doxycycline Hyclate,Famotidine,Empagliflozin,Mirtazapine,Nystatin,Olmesartan Medoxomil,Pioglitazone Hcl,Torsemide,Dulaglutide,Valsartan,Valsartan/Hydrochlorothiazide,Warfarin Sodium,Rivaroxaban,Ciprofloxacin Hcl,Sulfamethoxazole/Trimethoprim,Azithromycin,Clindamycin Hcl,Hydroxyzine Hcl,Methylprednisolone,Naproxen,Acyclovir,"Insulin Glargine,hum.Rec.Anlog",Benazepril Hcl,Clonidine Hcl,Diltiazem Hcl,Divalproex Sodium,Meclizine Hcl,Ondansetron Hcl,Ondansetron,Propranolol Hcl,Quetiapine Fumarate,Valacyclovir Hcl,Ticagrelor,Digoxin,Sacubitril/Valsartan,Flecainide Acetate,Alirocumab,Ranolazine,Evolocumab,Sotalol Hcl,Hydromorphone Hcl,Levofloxacin,Tadalafil,Methotrexate Sodium,Raloxifene Hcl,Bicalutamide,Carbidopa/Levodopa,"Fenofibrate,micronized",Hydroxyurea,Irbesartan,Loperamide Hcl,Megestrol Acetate,Memantine Hcl,Mupirocin,Oseltamivir Phosphate,Dabigatran Etexilate Mesylate,Sildenafil Citrate,Sumatriptan Succinate,Timolol Maleate,Icosapent Ethyl,Fludrocortisone Acetate,Midodrine Hcl,Patiromer Calcium Sorbitex,Omega-3 Acid Ethyl Esters,Quinapril Hcl,Ramipril,Dexamethasone,Dapagliflozin Propanediol,Cyclosporine,Anastrozole,Mycophenolate Mofetil,Terazosin Hcl,Diphenoxylate Hcl/Atropine,Cefuroxime Axetil,Isosorbide Dinitrate,Nitroglycerin,Dapsone,Dronedarone Hcl,Lithium Carbonate,Macitentan,Bisoprolol Fumarate,Clonidine,Pitavastatin Calcium,Metolazone,Exenatide Microspheres,Prasugrel Hcl,Enoxaparin Sodium,Felodipine,Ursodiol,Prochlorperazine Maleate,Deferasirox,Enzalutamide,Tacrolimus,Apalutamide,Imatinib Mesylate,Ibrutinib,Letrozole,Lenalidomide,Tamoxifen Citrate,Epoetin Alfa,Bisoprolol/Hydrochlorothiazide,Sirolimus,Candesartan Cilexetil,Tafamidis Meglumine,Varenicline Tartrate,Abiraterone Acetate,Ixazomib Citrate,Osimertinib Mesylate,Azathioprine,Ivabradine Hcl,Pomalidomide,Nilotinib Hcl,Venetoclax,Propafenone Hcl,Acalabrutinib,Erlotinib Hcl,Exemestane,Dasatinib,Dronabinol,Eplerenone,"Cyclosporine, Modified",Amiloride Hcl,Everolimus,Eltrombopag Olamine,Famciclovir,Ruxolitinib Phosphate,Niacin,Valganciclovir Hcl,Anagrelide Hcl,Isavuconazonium Sulfate,"Octreotide Acetate,mi-Spheres",Abemaciclib,Idelalisib,Riociguat,Fosinopril Sodium,Danazol,Trametinib Dimethyl Sulfoxide,Dabrafenib Mesylate,Isosorbide Dinit/Hydralazine,Ponatinib Hcl,Ambrisentan,Mexiletine Hcl,Ethacrynic Acid,Selexipag,Bosentan,Tafamidis,Treprostinil Diolamine,Lapatinib Ditosylate,Dobutamine Hcl,Treprostinil Sodium,Tot_Clms,Tot_Day_Suply,GE65_Tot_Clms,GE65_Tot_Day_Suply
0,1013262419,1013262419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,6600,31.0,1965.0
1,1013262419,1104955699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2730,11.0,330.0
2,1013262419,1093357386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4995,0.0,0.0
3,1013262419,1720354921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5440,52.0,2175.0
4,1013262419,1487095105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5220,13.0,390.0
5,1013262419,1285623629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4571,0.0,0.0
6,1013262419,1447419924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3960,29.0,2070.0
7,1013262419,1275516320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2667,19.0,1000.0
8,1013262419,1033351788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2250,0.0,0.0
9,1013262419,1770912479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2100,0.0,0.0
